Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82294;03/09/1983;0000;;32.2;;9.5;8.5;;;;
82294;03/09/1983;1200;0;;23.8;;;;;;
82294;04/09/1983;0000;;32;;6.6;10.6;;;;
82294;04/09/1983;1200;0;;25.6;;;;;;
82294;05/09/1983;0000;;31.9;;9;10.2;;;;
82294;05/09/1983;1200;0;;24.2;;;;;;
82294;06/09/1983;0000;;32.4;;9.3;8.8;;;;
82294;06/09/1983;1200;0;;20.8;;;;;;
82294;07/09/1983;0000;;30.7;;7;8.3;;;;
82294;07/09/1983;1200;0;;21.4;;;;;;
82294;08/09/1983;0000;;31.4;;8.1;8;;;;
82294;08/09/1983;1200;0;;22.4;;;;;;
82294;09/09/1983;0000;;32.2;;9.4;8.1;;;;
82294;09/09/1983;1200;0;;22.8;;;;;;
82294;10/09/1983;0000;;31.2;;8.2;8.8;;;;
82294;10/09/1983;1200;0;;24.8;;;;;;
82294;11/09/1983;0000;;31.6;;8.9;8.4;;;;
82294;11/09/1983;1200;0;;24.6;;;;;;
82294;12/09/1983;0000;;32.5;;10.3;7.3;;;;
82294;12/09/1983;1200;0;;23.6;;;;;;
82294;13/09/1983;0000;;33.6;;10.5;10.1;;;;
82294;13/09/1983;1200;0;;24.1;;;;;;
82294;14/09/1983;0000;;31.6;;9.7;10.9;;;;
82294;14/09/1983;1200;0;;24.8;;;;;;
82294;15/09/1983;0000;;31.8;;9.9;9.3;;;;
82294;15/09/1983;1200;0;;20.4;;;;;;
82294;16/09/1983;0000;;32.1;;9.1;9;;;;
82294;16/09/1983;1200;0;;24.4;;;;;;
82294;17/09/1983;0000;;32.4;;10.2;10.5;;;;
82294;17/09/1983;1200;0;;24.4;;;;;;
82294;18/09/1983;0000;;32.3;;8.9;10.4;;;;
82294;18/09/1983;1200;0;;22.4;;;;;;
82294;19/09/1983;0000;;33;;9.8;10;;;;
82294;19/09/1983;1200;0;;24.2;;;;;;
82294;20/09/1983;0000;;32.6;;10;11.7;;;;
82294;20/09/1983;1200;0;;23.8;;;;;;
82294;21/09/1983;0000;;32.4;;9.4;11.4;;;;
82294;21/09/1983;1200;0;;23;;;;;;
82294;22/09/1983;0000;;32.9;;8.9;10;;;;
82294;22/09/1983;1200;0;;24.2;;;;;;
82294;23/09/1983;0000;;34.2;;8.4;11.7;;;;
82294;23/09/1983;1200;0;;24;;;;;;
82294;24/09/1983;0000;;32.8;;9.6;12.9;;;;
82294;24/09/1983;1200;0;;24.6;;;;;;
82294;25/09/1983;0000;;31.8;;9;11.3;;;;
82294;25/09/1983;1200;0;;24.4;;;;;;
82294;26/09/1983;0000;;33.4;;9.6;10.1;;;;
82294;26/09/1983;1200;0;;22.9;;;;;;
82294;27/09/1983;0000;;32.4;;9.5;12.3;;;;
82294;27/09/1983;1200;0;;24.3;;;;;;
82294;28/09/1983;0000;;32.4;;10.2;9.6;;;;
82294;28/09/1983;1200;0;;21.8;;;;;;
82294;29/09/1983;0000;;32.1;;9.2;9.3;;;;
82294;29/09/1983;1200;0;;23.2;;;;;;
82294;30/09/1983;0000;;32.2;;8.8;10.3;;;;
82294;30/09/1983;1200;0;;24.2;;;;;;
82294;01/10/1983;0000;;31.5;;8.1;11.9;;;;
82294;01/10/1983;1200;0;;24.8;;;;;;
82294;02/10/1983;0000;;31.6;;9.4;9.8;;;;
82294;02/10/1983;1200;1.4;;22.2;;;;;;
82294;03/10/1983;0000;;31.2;;8.2;9.6;;;;
82294;03/10/1983;1200;0;;24.4;;;;;;
82294;04/10/1983;0000;;32;;9.8;10.9;;;;
82294;04/10/1983;1200;0;;25.2;;;;;;
82294;05/10/1983;0000;;32.2;;9.6;12.3;;;;
82294;05/10/1983;1200;0;;22.4;;;;;;
82294;06/10/1983;0000;;33;;8.1;14.3;;;;
82294;06/10/1983;1200;0;;24.8;;;;;;
82294;07/10/1983;0000;;33;;10.2;16.3;;;;
82294;07/10/1983;1200;0;;24.4;;;;;;
82294;08/10/1983;0000;;32.6;;9.7;11.6;27.76;;7.5;
82294;08/10/1983;1200;0;;23.8;;;;;;
82294;09/10/1983;0000;;31.8;;9.6;11.1;27.76;;8.266667;
82294;09/10/1983;1200;0;;25;;;;;;
82294;10/10/1983;0000;;32;;8;9.2;27.12;;6.133333;
82294;10/10/1983;1200;0.2;;25;;;;;;
82294;11/10/1983;0000;;31.7;;10.3;10;27.34;;6.933333;
82294;11/10/1983;1200;0;;24.4;;;;;;
82294;12/10/1983;0000;;31.8;;10.5;9.5;26.56;;6.4;
82294;12/10/1983;1200;0;;21.2;;;;;;
82294;13/10/1983;0000;;31.6;;10.4;10.8;;;;
82294;13/10/1983;1200;0;;21.6;;;;;;
82294;14/10/1983;0000;;31.9;;10.2;11.1;;;;
82294;14/10/1983;1200;0;;22.2;;;;;;
82294;15/10/1983;0000;;32.4;;10;10.7;;;;
82294;15/10/1983;1200;0;;20.8;;;;;;
82294;16/10/1983;0000;;32.2;;10;9.4;;;;
82294;16/10/1983;1200;0;;21.6;;;;;;
82294;17/10/1983;0000;;31.6;;10;12.4;;;;
82294;17/10/1983;1200;0;;22.2;;;;;;
82294;18/10/1983;0000;;32.1;;10.4;10.7;;;;
82294;18/10/1983;1200;0;;22.2;;;;;;
82294;19/10/1983;0000;;31.8;;9.2;11.2;;;;
82294;19/10/1983;1200;0;;24.6;;;;;;
82294;20/10/1983;0000;;31.6;;10;9.8;;;;
82294;20/10/1983;1200;0;;23;;;;;;
82294;21/10/1983;0000;;31.8;;30.2;12.1;;;;
82294;21/10/1983;1200;0;;24;;;;;;
82294;22/10/1983;0000;;32.4;;10.3;12.4;;;;
82294;22/10/1983;1200;0;;21.8;;;;;;
82294;23/10/1983;0000;;32.1;;9.7;11.7;;;;
82294;23/10/1983;1200;0;;21;;;;;;
82294;24/10/1983;0000;;31.6;;9.6;10.9;;;;
82294;24/10/1983;1200;0;;24;;;;;;
82294;25/10/1983;0000;;31;;7.3;10.2;;;;
82294;25/10/1983;1200;0;;22.4;;;;;;
82294;26/10/1983;0000;;31.6;;8.6;9.8;;;;
82294;26/10/1983;1200;0;;25;;;;;;
82294;27/10/1983;0000;;31.7;;9.9;15;;;;
82294;27/10/1983;1200;0;;24.6;;;;;;
82294;28/10/1983;0000;;33.2;;9.9;10.5;;;;
82294;28/10/1983;1200;0;;20;;;;;;
82294;29/10/1983;0000;;32.3;;9.6;11.7;;;;
82294;29/10/1983;1200;0;;25;;;;;;
82294;30/10/1983;0000;;31.2;;4.9;10.3;;;;
82294;30/10/1983;1200;0;;24.4;;;;;;
82294;31/10/1983;0000;;31.2;;7.6;9.1;;;;
82294;31/10/1983;1200;0.1;;24.2;;;;;;
82294;01/11/1983;0000;;31.6;;9.9;10.5;;;;
82294;01/11/1983;1200;0;;23.6;;;;;;
82294;02/11/1983;0000;;32.9;;9.6;10.7;;;;
82294;02/11/1983;1200;0;;22;;;;;;
82294;03/11/1983;0000;;33;;10.2;11.1;;;;
82294;03/11/1983;1200;0;;22.6;;;;;;
82294;04/11/1983;0000;;32.3;;9.3;10.3;;;;
82294;04/11/1983;1200;0;;24.6;;;;;;
82294;05/11/1983;0000;;32;;9.6;11.4;;;;
82294;05/11/1983;1200;0;;23.3;;;;;;
82294;06/11/1983;0000;;31.8;;10.3;9.8;;;;
82294;06/11/1983;1200;0;;21.2;;;;;;
82294;07/11/1983;0000;;31.8;;10.2;9.5;;;;
82294;07/11/1983;1200;0;;21.4;;;;;;
82294;08/11/1983;0000;;32.3;;9.7;10.1;;;;
82294;08/11/1983;1200;0;;20.8;;;;;;
82294;09/11/1983;0000;;31.7;;10.2;11;;;;
82294;09/11/1983;1200;0;;24.6;;;;;;
82294;10/11/1983;0000;;32.2;;10.6;10.9;;;;
82294;10/11/1983;1200;0;;22.7;;;;;;
82294;11/11/1983;0000;;33.4;;9.6;9.4;;;;
82294;11/11/1983;1200;0;;21.4;;;;;;
82294;12/11/1983;0000;;31.8;;9.8;11.1;;;;
82294;12/11/1983;1200;0;;22.2;;;;;;
82294;13/11/1983;0000;;31.3;;9.1;10.5;;;;
82294;13/11/1983;1200;0;;24.4;;;;;;
82294;14/11/1983;0000;;31.2;;9.4;11.4;;;;
82294;14/11/1983;1200;0;;24.8;;;;;;
82294;15/11/1983;0000;;31.8;;10.3;8;;;;
82294;15/11/1983;1200;0;;20.2;;;;;;
82294;16/11/1983;0000;;32;;10.7;9.7;;;;
82294;16/11/1983;1200;0;;21.6;;;;;;
82294;17/11/1983;0000;;32.2;;10.7;9;;;;
82294;17/11/1983;1200;0;;21;;;;;;
82294;18/11/1983;0000;;32;;9;10.1;;;;
82294;18/11/1983;1200;0;;23.4;;;;;;
82294;19/11/1983;0000;;32.2;;10.2;10.8;;;;
82294;19/11/1983;1200;0;;23.2;;;;;;
82294;20/11/1983;0000;;32;;10.3;10.8;;;;
82294;20/11/1983;1200;0;;24.6;;;;;;
82294;21/11/1983;0000;;32.8;;10.6;8.9;;;;
82294;21/11/1983;1200;0;;20.9;;;;;;
82294;22/11/1983;0000;;32.1;;10.2;11.4;;;;
82294;22/11/1983;1200;0;;24.6;;;;;;
82294;23/11/1983;0000;;32;;10.3;9.1;;;;
82294;23/11/1983;1200;0;;20.6;;;;;;
82294;24/11/1983;0000;;32;;10;8.1;;;;
82294;24/11/1983;1200;0;;22.8;;;;;;
82294;25/11/1983;0000;;31.9;;9.7;9.6;;;;
82294;25/11/1983;1200;0;;23.8;;;;;;
82294;26/11/1983;0000;;31.1;;10.3;9.9;;;;
82294;26/11/1983;1200;0;;23;;;;;;
82294;27/11/1983;0000;;31.4;;9.9;6.3;;;;
82294;27/11/1983;1200;0;;19.8;;;;;;
82294;28/11/1983;0000;;32.6;;10.1;6.1;;;;
82294;28/11/1983;1200;0;;21.8;;;;;;
82294;29/11/1983;0000;;31.3;;9.8;8.9;;;;
82294;29/11/1983;1200;0;;24.8;;;;;;
82294;30/11/1983;0000;;32.1;;9.8;8.4;;;;
82294;30/11/1983;1200;0;;21.2;;;;;;
82294;01/12/1983;0000;;31.9;;8.6;8.9;;;;
82294;01/12/1983;1200;0;;24.2;;;;;;
82294;02/12/1983;0000;;32;;9.9;7.9;;;;
82294;02/12/1983;1200;0;;22.2;;;;;;
82294;03/12/1983;0000;;30.8;;7.3;8.6;;;;
82294;03/12/1983;1200;0;;24.6;;;;;;
82294;04/12/1983;0000;;31.2;;9.9;6.7;;;;
82294;04/12/1983;1200;0;;21;;;;;;
82294;05/12/1983;0000;;32.2;;9.5;7.5;;;;
82294;05/12/1983;1200;0;;21.6;;;;;;
82294;06/12/1983;0000;;33;;10.4;9.1;;;;
82294;06/12/1983;1200;0;;21.6;;;;;;
82294;07/12/1983;0000;;32.4;;7.6;12.6;;;;
82294;07/12/1983;1200;0;;25.4;;;;;;
82294;08/12/1983;0000;;32.6;;10.1;10.1;;;;
82294;08/12/1983;1200;0;;22.4;;;;;;
82294;09/12/1983;0000;;31.8;;9.9;8.8;;;;
82294;09/12/1983;1200;0.5;;23.6;;;;;;
82294;10/12/1983;0000;;32.4;;10.1;8.8;;;;
82294;10/12/1983;1200;0;;23.2;;;;;;
82294;11/12/1983;0000;;33;;9.7;7.2;;;;
82294;11/12/1983;1200;0;;21.4;;;;;;
82294;12/12/1983;0000;;32;;5.9;9.3;;;;
82294;12/12/1983;1200;0;;24.6;;;;;;
82294;13/12/1983;0000;;32.4;;9.1;8.1;;;;
82294;13/12/1983;1200;0;;22.6;;;;;;
82294;14/12/1983;0000;;32.4;;10.7;8.6;;;;
82294;14/12/1983;1200;0;;22.4;;;;;;
82294;15/12/1983;0000;;32.2;;10.2;7.3;;;;
82294;15/12/1983;1200;0;;23;;;;;;
82294;16/12/1983;0000;;32.6;;10.1;7.7;;;;
82294;16/12/1983;1200;0;;23;;;;;;
82294;17/12/1983;0000;;33;;8.5;8.3;;;;
82294;17/12/1983;1200;0;;23.6;;;;;;
82294;18/12/1983;0000;;32.4;;9.9;10.6;;;;
82294;18/12/1983;1200;0;;25.4;;;;;;
82294;19/12/1983;0000;;33;;6.3;9.4;;;;
82294;19/12/1983;1200;0;;24.3;;;;;;
82294;20/12/1983;0000;;32.6;;7.6;8.2;;;;
82294;20/12/1983;1200;0;;23.2;;;;;;
82294;21/12/1983;0000;;32.7;;8.6;8.7;;;;
82294;21/12/1983;1200;0;;23.3;;;;;;
82294;22/12/1983;0000;;32.4;;5;8.1;;;;
82294;22/12/1983;1200;0;;23.4;;;;;;
82294;23/12/1983;0000;;31.4;;8.4;6.4;;;;
82294;23/12/1983;1200;2.4;;22.6;;;;;;
82294;24/12/1983;0000;;30.8;;4.7;6.1;;;;
82294;24/12/1983;1200;0;;25.4;;;;;;
82294;25/12/1983;0000;;32.4;;9.6;7.3;;;;
82294;25/12/1983;1200;0;;21.8;;;;;;
82294;26/12/1983;0000;;32;;9.7;7.3;;;;
82294;26/12/1983;1200;0;;22.4;;;;;;
82294;27/12/1983;0000;;29.1;;2;6.1;;;;
82294;27/12/1983;1200;0;;23;;;;;;
82294;28/12/1983;0000;;31.2;;7.9;4.3;;;;
82294;28/12/1983;1200;18.2;;23;;;;;;
82294;29/12/1983;0000;;30.8;;8.9;7.2;;;;
82294;29/12/1983;1200;0;;25.3;;;;;;
82294;30/12/1983;0000;;32;;8.4;5.9;;;;
82294;30/12/1983;1200;0;;21.2;;;;;;
82294;31/12/1983;0000;;31.8;;6.8;7.3;;;;
82294;31/12/1983;1200;0;;22.4;;;;;;
82294;01/01/1984;0000;;32.2;;5.6;9.7;;;;
82294;01/01/1984;1200;0;;25.6;;;;;;
82294;02/01/1984;0000;;31;;4.6;9.4;;;;
82294;02/01/1984;1200;0;;22.8;;;;;;
82294;03/01/1984;0000;;30.4;;5.1;0.7;;;;
82294;03/01/1984;1200;17.2;;22.7;;;;;;
82294;04/01/1984;0000;;30.8;;10.2;5.7;;;;
82294;04/01/1984;1200;0;;23.2;;;;;;
82294;05/01/1984;0000;;31.7;;9.9;6.5;;;;
82294;05/01/1984;1200;0;;22;;;;;;
82294;06/01/1984;0000;;32;;9.7;8.1;;;;
82294;06/01/1984;1200;0;;23.7;;;;;;
82294;07/01/1984;0000;;31.2;;9.7;6.9;;;;
82294;07/01/1984;1200;0;;23.4;;;;;;
82294;08/01/1984;0000;;30.7;;2.3;5.3;;;;
82294;08/01/1984;1200;0;;22.8;;;;;;
82294;09/01/1984;0000;;30.6;;5.6;3.1;;;;
82294;09/01/1984;1200;0;;22.8;;;;;;
82294;10/01/1984;0000;;29;;1.5;4;;;;
82294;10/01/1984;1200;6.5;;22.6;;;;;;
82294;11/01/1984;0000;;30;;4.9;4.4;;;;
82294;11/01/1984;1200;0.6;;22.6;;;;;;
82294;12/01/1984;0000;;30.7;;10.8;5.3;;;;
82294;12/01/1984;1200;0;;20.6;;;;;;
82294;13/01/1984;0000;;31.2;;10.6;6.4;;;;
82294;13/01/1984;1200;0;;20.6;;;;;;
82294;14/01/1984;0000;;31;;9;6.9;;;;
82294;14/01/1984;1200;0;;21.6;;;;;;
82294;15/01/1984;0000;;30.7;;7.9;7.1;;;;
82294;15/01/1984;1200;0;;21;;;;;;
82294;16/01/1984;0000;;32;;9.7;4.4;;;;
82294;16/01/1984;1200;0;;21.8;;;;;;
82294;17/01/1984;0000;;31.4;;3.8;6;;;;
82294;17/01/1984;1200;0;;25;;;;;;
82294;18/01/1984;0000;;31.8;;10.3;5.2;;;;
82294;18/01/1984;1200;0;;22.3;;;;;;
82294;19/01/1984;0000;;31.8;;8.6;5.9;;;;
82294;19/01/1984;1200;0;;22.4;;;;;;
82294;20/01/1984;0000;;31.4;;6.1;6;;;;
82294;20/01/1984;1200;0;;22.8;;;;;;
82294;21/01/1984;0000;;31;;5;5.5;;;;
82294;21/01/1984;1200;2.6;;23.7;;;;;;
82294;22/01/1984;0000;;31.2;;8.7;5;;;;
82294;22/01/1984;1200;0;;22.2;;;;;;
82294;23/01/1984;0000;;30.4;;4.2;5.3;;;;
82294;23/01/1984;1200;0;;23;;;;;;
82294;24/01/1984;0000;;31.4;;9.7;2.5;;;;
82294;24/01/1984;1200;1.8;;21.8;;;;;;
82294;25/01/1984;0000;;32.9;;6.2;6;;;;
82294;25/01/1984;1200;0;;22.2;;;;;;
82294;26/01/1984;0000;;30.4;;2.9;6.3;;;;
82294;26/01/1984;1200;0.2;;23.2;;;;;;
82294;27/01/1984;0000;;32;;4.4;3.4;;;;
82294;27/01/1984;1200;6.1;;23.2;;;;;;
82294;28/01/1984;0000;;32.1;;9.7;5.2;;;;
82294;28/01/1984;1200;0;;23.3;;;;;;
82294;29/01/1984;0000;;32.6;;10.2;7.6;;;;
82294;29/01/1984;1200;0;;24.8;;;;;;
82294;30/01/1984;0000;;32.8;;8.3;7.5;;;;
82294;30/01/1984;1200;0;;23;;;;;;
82294;31/01/1984;0000;;32.4;;8.7;8.2;;;;
82294;31/01/1984;1200;0.1;;24;;;;;;
82294;01/02/1984;0000;;32.4;;6.4;6.3;;;;
82294;01/02/1984;1200;0;;22.4;;;;;;
82294;02/02/1984;0000;;31;;8.1;7.8;;;;
82294;02/02/1984;1200;0;;25;;;;;;
82294;03/02/1984;0000;;32.3;;5.7;6.6;;;;
82294;03/02/1984;1200;6;;23.2;;;;;;
82294;04/02/1984;0000;;31;;5.5;7.6;;;;
82294;04/02/1984;1200;0.2;;23.4;;;;;;
82294;05/02/1984;0000;;30.4;;4.8;4.1;;;;
82294;05/02/1984;1200;24.4;;22.6;;;;;;
82294;06/02/1984;0000;;28;;0.8;4.5;;;;
82294;06/02/1984;1200;0.5;;23.4;;;;;;
82294;07/02/1984;0000;;28.4;;1.2;1;;;;
82294;07/02/1984;1200;8.5;;23.2;;;;;;
82294;08/02/1984;0000;;31.4;;7.2;1.7;;;;
82294;08/02/1984;1200;0.3;;22.2;;;;;;
82294;09/02/1984;0000;;31.2;;10;5.5;;;;
82294;09/02/1984;1200;0;;21.8;;;;;;
82294;10/02/1984;0000;;29.4;;2;6;;;;
82294;10/02/1984;1200;0;;23.6;;;;;;
82294;11/02/1984;0000;;28.8;;0.7;1.5;;;;
82294;11/02/1984;1200;1;;22.8;;;;;;
82294;12/02/1984;0000;;30.2;;7.4;1.9;;;;
82294;12/02/1984;1200;1.9;;22.7;;;;;;
82294;13/02/1984;0000;;29.7;;3.3;2.9;;;;
82294;13/02/1984;1200;0;;22.2;;;;;;
82294;14/02/1984;0000;;29.4;;3.6;3.4;;;;
82294;14/02/1984;1200;1.3;;22.6;;;;;;
82294;15/02/1984;0000;;29.8;;3.5;2.5;;;;
82294;15/02/1984;1200;1.7;;23;;;;;;
82294;16/02/1984;0000;;31.8;;9.4;2.1;;;;
82294;16/02/1984;1200;9.1;;22.6;;;;;;
82294;17/02/1984;0000;;31.4;;9.6;5.9;;;;
82294;17/02/1984;1200;0;;23;;;;;;
82294;18/02/1984;0000;;31.4;;9.4;5;;;;
82294;18/02/1984;1200;0;;22.3;;;;;;
82294;19/02/1984;0000;;30.6;;4.5;5.7;;;;
82294;19/02/1984;1200;0;;25.4;;;;;;
82294;20/02/1984;0000;;31.2;;4.5;4.3;;;;
82294;20/02/1984;1200;0;;24;;;;;;
82294;21/02/1984;0000;;32.8;;9.5;2.7;;;;
82294;21/02/1984;1200;4.2;;23.6;;;;;;
82294;22/02/1984;0000;;32.4;;8.1;7.2;;;;
82294;22/02/1984;1200;0;;25;;;;;;
82294;23/02/1984;0000;;30.6;;2.7;6.5;;;;
82294;23/02/1984;1200;2.2;;23.8;;;;;;
82294;24/02/1984;0000;;28.8;;0.3;3.1;;;;
82294;24/02/1984;1200;5.1;;23;;;;;;
82294;25/02/1984;0000;;31.8;;9.4;2.4;;;;
82294;25/02/1984;1200;5.7;;22.8;;;;;;
82294;26/02/1984;0000;;32.2;;6.2;5.2;;;;
82294;26/02/1984;1200;0;;23.1;;;;;;
82294;27/02/1984;0000;;33.1;;10.5;6.8;;;;
82294;27/02/1984;1200;0;;22.6;;;;;;
82294;28/02/1984;0000;;33;;10.2;7.9;;;;
82294;28/02/1984;1200;0;;23.6;;;;;;
82294;29/02/1984;0000;;28.4;;1.8;5.8;;;;
82294;29/02/1984;1200;31.6;;21.4;;;;;;
82294;01/03/1984;0000;;28;;1.1;1.1;;;;
82294;01/03/1984;1200;5.5;;22.4;;;;;;
82294;02/03/1984;0000;;29;;0.2;0.5;;;;
82294;02/03/1984;1200;26.7;;22.6;;;;;;
82294;03/03/1984;0000;;30;;1.3;1.2;;;;
82294;03/03/1984;1200;6;;22.6;;;;;;
82294;04/03/1984;0000;;30.8;;3.2;1.6;;;;
82294;04/03/1984;1200;2.2;;22.7;;;;;;
82294;05/03/1984;0000;;29;;1.5;1.8;;;;
82294;05/03/1984;1200;7.8;;23;;;;;;
82294;06/03/1984;0000;;27.8;;0.1;1.2;;;;
82294;06/03/1984;1200;6.2;;23.4;;;;;;
82294;07/03/1984;0000;;27.5;;0.6;1;;;;
82294;07/03/1984;1200;44.2;;22.9;;;;;;
82294;08/03/1984;0000;;29.6;;3;0.9;;;;
82294;08/03/1984;1200;11;;22.6;;;;;;
82294;09/03/1984;0000;;30.3;;4.5;0.8;;;;
82294;09/03/1984;1200;31.7;;23.2;;;;;;
82294;10/03/1984;0000;;28.6;;2;1.4;;;;
82294;10/03/1984;1200;0.2;;22.8;;;;;;
82294;11/03/1984;0000;;30.2;;6.5;0.7;;;;
82294;11/03/1984;1200;1.1;;22.6;;;;;;
82294;12/03/1984;0000;;29.8;;;2.3;;;;
82294;12/03/1984;1200;18.1;;22;;;;;;
82294;13/03/1984;0000;;30.6;;6.6;1.8;;;;
82294;13/03/1984;1200;0;;23.4;;;;;;
82294;14/03/1984;0000;;30;;1.8;1.4;;;;
82294;14/03/1984;1200;24.1;;23.1;;;;;;
82294;15/03/1984;0000;;29.2;;2.1;0.6;;;;
82294;15/03/1984;1200;26.1;;22.8;;;;;;
82294;16/03/1984;0000;;30;;3.2;0.8;;;;
82294;16/03/1984;1200;0.2;;22.2;;;;;;
82294;17/03/1984;0000;;30.8;;5;2.3;;;;
82294;17/03/1984;1200;0.3;;22.4;;;;;;
82294;18/03/1984;0000;;27.5;;0.5;2.5;;;;
82294;18/03/1984;1200;52;;22.4;;;;;;
82294;19/03/1984;0000;;28.7;;1.8;0.9;;;;
82294;19/03/1984;1200;7.2;;21.8;;;;;;
82294;20/03/1984;0000;;31;;7.7;0.9;;;;
82294;20/03/1984;1200;1.3;;23;;;;;;
82294;21/03/1984;0000;;28;;0.2;3.1;;;;
82294;21/03/1984;1200;7.9;;22.8;;;;;;
82294;22/03/1984;0000;;30;;2.1;0.7;;;;
82294;22/03/1984;1200;7.7;;22.6;;;;;;
82294;23/03/1984;0000;;30.8;;0;1.1;;;;
82294;23/03/1984;1200;0;;22.2;;;;;;
82294;24/03/1984;0000;;30.7;;8.2;2.9;;;;
82294;24/03/1984;1200;0;;23.2;;;;;;
82294;25/03/1984;0000;;29.8;;2;3.3;;;;
82294;25/03/1984;1200;2.2;;24.2;;;;;;
82294;26/03/1984;0000;;28.4;;1.1;1.8;;;;
82294;26/03/1984;1200;23.2;;22.8;;;;;;
82294;27/03/1984;0000;;28.6;;0.1;0.9;;;;
82294;27/03/1984;1200;1.9;;21.8;;;;;;
82294;28/03/1984;0000;;30.4;;4.8;0.8;;;;
82294;28/03/1984;1200;51.9;;23.4;;;;;;
82294;29/03/1984;0000;;30.4;;6.6;2;;;;
82294;29/03/1984;1200;2.7;;22.6;;;;;;
82294;30/03/1984;0000;;30.2;;2.5;2.6;;;;
82294;30/03/1984;1200;2.5;;22.8;;;;;;
82294;31/03/1984;0000;;30;;9.2;1.5;;;;
82294;31/03/1984;1200;32.6;;22.4;;;;;;
82294;01/04/1984;0000;;28.6;;2.9;2.3;;;;
82294;01/04/1984;1200;0.6;;23.4;;;;;;
82294;02/04/1984;0000;;30.8;;6.2;1.3;;;;
82294;02/04/1984;1200;12.7;;23;;;;;;
82294;03/04/1984;0000;;29.9;;3.2;1.7;;;;
82294;03/04/1984;1200;14.4;;23.4;;;;;;
82294;04/04/1984;0000;;29.8;;1.6;0.7;;;;
82294;04/04/1984;1200;0.3;;22.2;;;;;;
82294;05/04/1984;0000;;29.1;;2.7;1.3;;;;
82294;05/04/1984;1200;6.5;;22.2;;;;;;
82294;06/04/1984;0000;;30.2;;4.9;1.7;;;;
82294;06/04/1984;1200;0;;22.7;;;;;;
82294;07/04/1984;0000;;30;;4.7;1;;;;
82294;07/04/1984;1200;1.2;;22.4;;;;;;
82294;08/04/1984;0000;;28.4;;2.6;3;;;;
82294;08/04/1984;1200;4.2;;22.6;;;;;;
82294;09/04/1984;0000;;30.2;;6.9;1;;;;
82294;09/04/1984;1200;85.1;;21.8;;;;;;
82294;10/04/1984;0000;;25.4;;0;1.9;;;;
82294;10/04/1984;1200;54.7;;22.2;;;;;;
82294;11/04/1984;0000;;30.3;;9.1;0.6;;;;
82294;11/04/1984;1200;7.6;;21;;;;;;
82294;12/04/1984;0000;;30.4;;5.6;2.4;;;;
82294;12/04/1984;1200;0;;21.8;;;;;;
82294;13/04/1984;0000;;28.8;;1.4;2.1;;;;
82294;13/04/1984;1200;6.4;;22.6;;;;;;
82294;14/04/1984;0000;;28.8;;2.2;0.8;;;;
82294;14/04/1984;1200;34.4;;22.6;;;;;;
82294;15/04/1984;0000;;29;;1.7;1;;;;
82294;15/04/1984;1200;8.2;;22.4;;;;;;
82294;16/04/1984;0000;;30.2;;5.5;1.2;;;;
82294;16/04/1984;1200;0.1;;22.4;;;;;;
82294;17/04/1984;0000;;29.2;;4.4;2;;;;
82294;17/04/1984;1200;10.6;;23;;;;;;
82294;18/04/1984;0000;;28.6;;0;1.7;;;;
82294;18/04/1984;1200;5.3;;22.6;;;;;;
82294;19/04/1984;0000;;29.6;;3.8;0.9;;;;
82294;19/04/1984;1200;4;;22.8;;;;;;
82294;20/04/1984;0000;;30;;3;1.1;;;;
82294;20/04/1984;1200;4.3;;22.8;;;;;;
82294;21/04/1984;0000;;30.4;;8.5;1.1;;;;
82294;21/04/1984;1200;72.9;;22.4;;;;;;
82294;22/04/1984;0000;;27.4;;0;2.2;;;;
82294;22/04/1984;1200;11.4;;23.2;;;;;;
82294;23/04/1984;0000;;30.8;;10.4;0.9;;;;
82294;23/04/1984;1200;2.8;;21.8;;;;;;
82294;24/04/1984;0000;;30.1;;5.3;2.9;;;;
82294;24/04/1984;1200;0;;22;;;;;;
82294;25/04/1984;0000;;31.4;;3.6;2.4;;;;
82294;25/04/1984;1200;2.2;;23;;;;;;
82294;26/04/1984;0000;;30.6;;8.7;1.6;;;;
82294;26/04/1984;1200;9.6;;22.4;;;;;;
82294;27/04/1984;0000;;29.4;;2.9;2.5;;;;
82294;27/04/1984;1200;0;;22.4;;;;;;
82294;28/04/1984;0000;;25.2;;0;0.9;;;;
82294;28/04/1984;1200;22;;22.7;;;;;;
82294;29/04/1984;0000;;30.7;;5.5;0.6;;;;
82294;29/04/1984;1200;12.6;;21.4;;;;;;
82294;30/04/1984;0000;;29.8;;3.1;1.2;;;;
82294;30/04/1984;1200;0.3;;22.8;;;;;;
82294;01/05/1984;0000;;27.5;;0;4.2;;;;
82294;01/05/1984;1200;0.2;;22.2;;;;;;
82294;02/05/1984;0000;;30.4;;3.2;1.2;;;;
82294;02/05/1984;1200;0.7;;22.4;;;;;;
82294;03/05/1984;0000;;28.5;;0.2;1.4;;;;
82294;03/05/1984;1200;2.5;;22.2;;;;;;
82294;04/05/1984;0000;;26.1;;0;0.3;;;;
82294;04/05/1984;1200;78.8;;21.8;;;;;;
82294;05/05/1984;0000;;29.4;;5.8;0.8;;;;
