Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82294;21/01/1991;1200;0.1;;22.6;;;;;;
82294;22/01/1991;0000;;31.2;;10;3.6;;;;
82294;22/01/1991;1200;0;;21.8;;;;;;
82294;23/01/1991;0000;;29.9;;8.6;6.1;;;;
82294;23/01/1991;1200;0;;22.8;;;;;;
82294;24/01/1991;0000;;30.9;;9.9;3.1;;;;
82294;24/01/1991;1200;0.5;;23.2;;;;;;
82294;25/01/1991;0000;;29.5;;4.3;5.6;;;;
82294;25/01/1991;1200;0;;24.2;;;;;;
82294;26/01/1991;0000;;31.5;;9.9;2.6;;;;
82294;26/01/1991;1200;5.5;;23.2;;;;;;
82294;27/01/1991;0000;;31.8;;;4.4;;;;
82294;27/01/1991;1200;6.9;;23.6;;;;;;
82294;28/01/1991;0000;;32.5;;;6.1;;;;
82294;28/01/1991;1200;0.9;;24;;;;;;
82294;29/01/1991;0000;;31.7;;;5.5;;;;
82294;29/01/1991;1200;0;;23.6;;;;;;
82294;30/01/1991;0000;;31;;;5.2;;;;
82294;30/01/1991;1200;0.5;;23.6;;;;;;
82294;31/01/1991;0000;;29.9;;2.8;2;;;;
82294;31/01/1991;1200;4.6;;24.2;;;;;;
82294;01/02/1991;0000;;29.7;;1.6;1.7;;;;
82294;01/02/1991;1200;20.1;;22.6;;;;;;
82294;02/02/1991;0000;;29.3;;0;1.8;;;;
82294;02/02/1991;1200;23.8;;21.8;;;;;;
82294;03/02/1991;0000;;30.3;;1.4;1.2;;;;
82294;03/02/1991;1200;12.1;;22.8;;;;;;
82294;04/02/1991;0000;;27;;0;1.4;;;;
82294;04/02/1991;1200;14.8;;22.4;;;;;;
82294;05/02/1991;0000;;30.7;;9.2;1.8;;;;
82294;05/02/1991;1200;0;;22.2;;;;;;
82294;06/02/1991;0000;;28.3;;2.1;2.6;;;;
82294;06/02/1991;1200;0;;22.8;;;;;;
82294;07/02/1991;0000;;31.1;;7.1;0.6;;;;
82294;07/02/1991;1200;24.7;;22.3;;;;;;
82294;08/02/1991;0000;;29.6;;2.9;1.6;;;;
82294;08/02/1991;1200;1.1;;23.4;;;;;;
82294;09/02/1991;0000;;31.3;;8;1.9;;;;
82294;09/02/1991;1200;17.4;;22.8;;;;;;
82294;10/02/1991;0000;;31.9;;10.5;2.8;;;;
82294;10/02/1991;1200;0;;23;;;;;;
82294;11/02/1991;0000;;32.3;;10.8;3.6;;;;
82294;11/02/1991;1200;0;;23.1;;;;;;
82294;12/02/1991;0000;;30.5;;5.7;5;;;;
82294;12/02/1991;1200;0;;23.8;;;;;;
82294;13/02/1991;0000;;30.1;;9.7;3.2;;;;
82294;13/02/1991;1200;0;;21.4;;;;;;
82294;14/02/1991;0000;;30.7;;10.7;2.6;;;;
82294;14/02/1991;1200;0;;22;;;;;;
82294;15/02/1991;0000;;30.1;;3.1;2.6;;;;
82294;15/02/1991;1200;0.2;;23.9;;;;;;
82294;16/02/1991;0000;;30.9;;5.9;1.4;;;;
82294;16/02/1991;1200;1;;22.6;;;;;;
82294;17/02/1991;0000;;29.9;;8.2;2;;;;
82294;17/02/1991;1200;1.2;;22.6;;;;;;
82294;18/02/1991;0000;;30.5;;6.3;2.4;;;;
82294;18/02/1991;1200;2.2;;23;;;;;;
82294;19/02/1991;0000;;30.3;;4.3;2.6;;;;
82294;19/02/1991;1200;42.6;;23.4;;;;;;
82294;20/02/1991;0000;;30.9;;7.4;2.7;;;;
82294;20/02/1991;1200;0;;23.3;;;;;;
82294;21/02/1991;0000;;31.3;;10.9;3.4;;;;
82294;21/02/1991;1200;0;;22;;;;;;
82294;22/02/1991;0000;;31.4;;10.3;3.4;;;;
82294;22/02/1991;1200;0;;22.8;;;;;;
82294;23/02/1991;0000;;29.2;;3.5;3.4;;;;
82294;23/02/1991;1200;1.8;;23;;;;;;
82294;24/02/1991;0000;;30.7;;9.1;1.7;;;;
82294;24/02/1991;1200;8.6;;23.6;;;;;;
82294;25/02/1991;0000;;29.8;;4.5;3.9;;;;
82294;25/02/1991;1200;1.3;;22.7;;;;;;
82294;26/02/1991;0000;;31.4;;8.2;2;;;;
82294;26/02/1991;1200;6.8;;22.6;;;;;;
82294;27/02/1991;0000;;31.4;;2.6;3.1;;;;
82294;27/02/1991;1200;31.4;;23.3;;;;;;
82294;28/02/1991;0000;;31.9;;9.1;2.7;;;;
82294;28/02/1991;1200;0;;24;;;;;;
82294;01/03/1991;0000;;31.9;;6.1;3.7;;;;
82294;01/03/1991;1200;0;;23.6;;;;;;
82294;02/03/1991;0000;;29.3;;0;3.4;;;;
82294;02/03/1991;1200;0.4;;24.8;;;;;;
82294;03/03/1991;0000;;31.5;;7.2;1.7;;;;
82294;03/03/1991;1200;1.5;;23.5;;;;;;
82294;04/03/1991;0000;;30.9;;5.3;3.9;;;;
82294;04/03/1991;1200;1.7;;23.4;;;;;;
82294;05/03/1991;0000;;30.7;;7.6;2.9;;;;
82294;05/03/1991;1200;0;;24.1;;;;;;
82294;06/03/1991;0000;;30.5;;9.6;2.7;;;;
82294;06/03/1991;1200;1.3;;23.1;;;;;;
82294;07/03/1991;0000;;31.7;;10.4;3.3;;;;
82294;07/03/1991;1200;3.8;;22.9;;;;;;
82294;08/03/1991;0000;;32.5;;10.5;4.3;;;;
82294;08/03/1991;1200;0;;22.6;;;;;;
82294;09/03/1991;0000;;27.3;;0;3.7;;;;
82294;09/03/1991;1200;31.2;;22.2;;;;;;
82294;10/03/1991;0000;;29.7;;3.4;0.5;;;;
82294;10/03/1991;1200;18.1;;22.4;;;;;;
82294;11/03/1991;0000;;31.6;;8.9;2.6;;;;
82294;11/03/1991;1200;0.5;;22.4;;;;;;
82294;12/03/1991;0000;;29.1;;3;3.7;;;;
82294;12/03/1991;1200;4.3;;24;;;;;;
82294;13/03/1991;0000;;29.9;;3.3;0.9;;;;
82294;13/03/1991;1200;25.1;;23.6;;;;;;
82294;14/03/1991;0000;;27.1;;0;1.2;;;;
82294;14/03/1991;1200;12.8;;23.4;;;;;;
82294;15/03/1991;0000;;27.9;;0.2;0.4;;;;
82294;15/03/1991;1200;43.7;;23.5;;;;;;
82294;16/03/1991;0000;;25.5;;0;0.6;;;;
82294;16/03/1991;1200;32.4;;22.2;;;;;;
82294;17/03/1991;0000;;30.4;;5.7;1;;;;
82294;17/03/1991;1200;3.6;;22.8;;;;;;
82294;18/03/1991;0000;;29.3;;1.7;1.4;;;;
82294;18/03/1991;1200;9;;23.6;;;;;;
82294;19/03/1991;0000;;31.9;;9.7;1.4;;;;
82294;19/03/1991;1200;0.1;;23.4;;;;;;
82294;20/03/1991;0000;;31.7;;5.3;4.7;;;;
82294;20/03/1991;1200;0;;23.1;;;;;;
82294;21/03/1991;0000;;31.9;;9.9;2.9;;;;
82294;21/03/1991;1200;0;;22.4;;;;;;
82294;22/03/1991;0000;;29.5;;2.4;2.1;;;;
82294;22/03/1991;1200;0.2;;23.8;;;;;;
82294;23/03/1991;0000;;27.1;;0.6;2.4;;;;
82294;23/03/1991;1200;27.3;;24;;;;;;
82294;24/03/1991;0000;;30.3;;4.5;0.7;;;;
82294;24/03/1991;1200;6.1;;23.2;;;;;;
82294;25/03/1991;0000;;27.5;;0;1.5;;;;
82294;25/03/1991;1200;3.7;;23.4;;;;;;
82294;26/03/1991;0000;;31.3;;3.7;1.5;;;;
82294;26/03/1991;1200;0;;22.4;;;;;;
82294;27/03/1991;0000;;27.7;;1.7;2.1;;;;
82294;27/03/1991;1200;12.4;;23.2;;;;;;
82294;28/03/1991;0000;;28.7;;1.3;0.9;;;;
82294;28/03/1991;1200;4.5;;23.6;;;;;;
82294;29/03/1991;0000;;25.4;;0;0.6;;;;
82294;29/03/1991;1200;20.8;;23.6;;;;;;
82294;30/03/1991;0000;;31.5;;7.3;0.5;;;;
82294;30/03/1991;1200;6.2;;22.6;;;;;;
82294;31/03/1991;0000;;29.7;;6;2.1;;;;
82294;31/03/1991;1200;0.7;;22.4;;;;;;
82294;01/04/1991;0000;;30.7;;6;1.4;;;;
82294;01/04/1991;1200;0.7;;22.4;;;;;;
82294;02/04/1991;0000;;28.7;;2.4;1.4;;;;
82294;02/04/1991;1200;5.8;;23.4;;;;;;
82294;03/04/1991;0000;;26.6;;0.1;1.2;;;;
82294;03/04/1991;1200;6.3;;23.2;;;;;;
82294;04/04/1991;0000;;30.7;;9.4;0.5;;;;
82294;04/04/1991;1200;11.4;;21.5;;;;;;
82294;05/04/1991;0000;;30.5;;7.5;2;;;;
82294;05/04/1991;1200;19.7;;23;;;;;;
82294;06/04/1991;0000;;31.3;;9.8;2.1;;;;
82294;06/04/1991;1200;0;;23;;;;;;
82294;07/04/1991;0000;;31.4;;8.6;2.5;;;;
82294;07/04/1991;1200;0;;23.2;;;;;;
82294;08/04/1991;0000;;29.9;;2.4;2.6;;;;
82294;08/04/1991;1200;2.3;;23.4;;;;;;
82294;09/04/1991;0000;;30.3;;6.2;;;;;
82294;09/04/1991;1200;0.5;;23.7;;;;;;
82294;10/04/1991;0000;;31.7;;10.5;;;;;
82294;10/04/1991;1200;0;;21.8;;;;;;
82294;11/04/1991;0000;;30.9;;6.3;4.5;;;;
82294;11/04/1991;1200;0;;23.3;;;;;;
82294;12/04/1991;0000;;29.5;;4.5;2.5;;;;
82294;12/04/1991;1200;0;;23.2;;;;;;
82294;13/04/1991;0000;;30.6;;2.6;1.7;;;;
82294;13/04/1991;1200;0;;23.2;;;;;;
82294;14/04/1991;0000;;29.5;;2;1;;;;
82294;14/04/1991;1200;2.2;;22;;;;;;
82294;15/04/1991;0000;;31.8;;9.7;1.6;;;;
82294;15/04/1991;1200;0;;22.2;;;;;;
82294;16/04/1991;0000;;32.1;;4.7;2.6;;;;
82294;16/04/1991;1200;0;;24.2;;;;;;
82294;17/04/1991;0000;;31.3;;5;2.1;;;;
82294;17/04/1991;1200;0.4;;23;;;;;;
82294;18/04/1991;0000;;29.3;;2;1.8;;;;
82294;18/04/1991;1200;1;;23.2;;;;;;
82294;19/04/1991;0000;;31.1;;9.2;1.5;;;;
82294;19/04/1991;1200;8.7;;22.9;;;;;;
82294;20/04/1991;0000;;30.8;;6.4;2.4;;;;
82294;20/04/1991;1200;15.4;;24;;;;;;
82294;21/04/1991;0000;;30.1;;5.4;1.6;;;;
82294;21/04/1991;1200;21.2;;23.2;;;;;;
82294;22/04/1991;0000;;32.1;;9.7;1.6;;;;
82294;22/04/1991;1200;11.4;;22.2;;;;;;
82294;23/04/1991;0000;;30.1;;5.6;3;;;;
82294;23/04/1991;1200;0.2;;23.6;;;;;;
82294;24/04/1991;0000;;28.9;;0.2;1.4;;;;
82294;24/04/1991;1200;13.4;;23.6;;;;;;
82294;25/04/1991;0000;;28.9;;1.6;0.8;;;;
82294;25/04/1991;1200;3.8;;22.8;;;;;;
82294;26/04/1991;0000;;30.9;;6.8;0.6;;;;
82294;26/04/1991;1200;7.2;;22.8;;;;;;
82294;27/04/1991;0000;;31.3;;7.4;1.9;;;;
82294;27/04/1991;1200;1.5;;24;;;;;;
82294;28/04/1991;0000;;31.1;;4.5;2.1;;;;
82294;28/04/1991;1200;1.7;;24;;;;;;
82294;29/04/1991;0000;;27.9;;0.2;1.9;;;;
82294;29/04/1991;1200;0;;22.6;;;;;;
82294;30/04/1991;0000;;31.1;;10.4;0.6;;;;
82294;30/04/1991;1200;13.2;;22;;;;;;
82294;01/05/1991;0000;;31.7;;8.9;2.3;;;;
82294;01/05/1991;1200;0;;22.6;;;;;;
82294;02/05/1991;0000;;27.7;;0;1.7;;;;
82294;02/05/1991;1200;8.4;;23.6;;;;;;
82294;03/05/1991;0000;;29.7;;1.3;0.9;;;;
82294;03/05/1991;1200;2.2;;22.8;;;;;;
82294;04/05/1991;0000;;31.9;;6.7;1;;;;
82294;04/05/1991;1200;7.7;;23.5;;;;;;
82294;05/05/1991;0000;;28.7;;0.8;2.4;;;;
82294;05/05/1991;1200;1.8;;23.6;;;;;;
82294;06/05/1991;0000;;32;;9.1;0.7;;;;
82294;06/05/1991;1200;3;;23.6;;;;;;
82294;07/05/1991;0000;;32.3;;10.5;2.8;;;;
82294;07/05/1991;1200;0;;22.6;;;;;;
82294;08/05/1991;0000;;31.5;;7.6;2.5;;;;
82294;08/05/1991;1200;0;;22.8;;;;;;
82294;09/05/1991;0000;;31.3;;8.5;3.3;;;;
82294;09/05/1991;1200;0;;22.6;;;;;;
82294;10/05/1991;0000;;32.5;;10.5;2.5;;;;
82294;10/05/1991;1200;3.6;;22;;;;;;
82294;11/05/1991;0000;;32.9;;7.2;3;;;;
82294;11/05/1991;1200;0;;22;;;;;;
82294;12/05/1991;0000;;32.3;;9.1;2.3;;;;
82294;12/05/1991;1200;0;;23.4;;;;;;
82294;13/05/1991;0000;;32.8;;7.2;4.2;;;;
82294;13/05/1991;1200;0;;23.6;;;;;;
82294;14/05/1991;0000;;29.7;;0;3.3;;;;
82294;14/05/1991;1200;0;;24;;;;;;
82294;15/05/1991;0000;;31.1;;1.4;1.8;;;;
82294;15/05/1991;1200;0;;23.8;;;;;;
82294;16/05/1991;0000;;31.3;;3.1;3.4;;;;
82294;16/05/1991;1200;0;;23.6;;;;;;
82294;17/05/1991;0000;;31.6;;9.3;3.7;;;;
82294;17/05/1991;1200;0.1;;22.8;;;;;;
82294;18/05/1991;0000;;31.6;;10.1;2.5;;;;
82294;18/05/1991;1200;3;;22.2;;;;;;
82294;19/05/1991;0000;;30.7;;7.7;3.2;;;;
82294;19/05/1991;1200;0;;22.7;;;;;;
82294;20/05/1991;0000;;31.6;;9.6;2;;;;
82294;20/05/1991;1200;15.6;;22;;;;;;
82294;21/05/1991;0000;;32.3;;7.2;2.4;;;;
82294;21/05/1991;1200;0;;23.1;;;;;;
82294;22/05/1991;0000;;30.9;;6.7;1.4;;;;
82294;22/05/1991;1200;0.6;;23.3;;;;;;
82294;23/05/1991;0000;;31.7;;8.4;2.4;;;;
82294;23/05/1991;1200;0;;21.4;;;;;;
82294;24/05/1991;0000;;30.1;;7.1;2;;;;
82294;24/05/1991;1200;4.4;;23.3;;;;;;
82294;25/05/1991;0000;;32.4;;8.4;1.5;;;;
82294;25/05/1991;1200;2.3;;23.8;;;;;;
82294;26/05/1991;0000;;25.9;;0;2.5;;;;
82294;26/05/1991;1200;7.6;;23.2;;;;;;
82294;27/05/1991;0000;;28.6;;0.6;0.4;;;;
82294;27/05/1991;1200;8.1;;23.2;;;;;;
82294;28/05/1991;0000;;31.6;;6.8;2.1;;;;
82294;28/05/1991;1200;0;;22.4;;;;;;
82294;29/05/1991;0000;;32;;8.7;3.5;;;;
82294;29/05/1991;1200;0;;21.6;;;;;;
82294;30/05/1991;0000;;32.2;;10.2;4.9;;;;
82294;30/05/1991;1200;0;;23;;;;;;
82294;31/05/1991;0000;;30.5;;5.5;5.1;;;;
82294;31/05/1991;1200;1;;23.6;;;;;;
82294;01/06/1991;0000;;31.9;;7.4;3.5;;;;
82294;01/06/1991;1200;0.2;;23.2;;;;;;
82294;02/06/1991;0000;;31.9;;8.4;3.6;;;;
82294;02/06/1991;1200;0;;23.4;;;;;;
82294;03/06/1991;0000;;31.7;;4.8;1.6;;;;
82294;03/06/1991;1200;0.6;;23;;;;;;
82294;04/06/1991;0000;;30.7;;1.5;0.7;;;;
82294;04/06/1991;1200;0.7;;23.6;;;;;;
82294;05/06/1991;0000;;30.5;;5.1;1.9;;;;
82294;05/06/1991;1200;11.2;;23.6;;;;;;
82294;06/06/1991;0000;;30.5;;8.5;;;;;
82294;06/06/1991;1200;0.9;;;;;;;;
82294;07/06/1991;0000;;30.1;;7;;;;;
82294;07/06/1991;1200;1.1;;23.4;;;;;;
82294;08/06/1991;0000;;31.8;;10.4;0.6;;;;
82294;08/06/1991;1200;0.9;;22.8;;;;;;
82294;09/06/1991;0000;;32.7;;10.6;;;;;
82294;09/06/1991;1200;0;;21.8;;;;;;
82294;10/06/1991;0000;;31.3;;10.7;4.6;;;;
82294;10/06/1991;1200;0;;21;;;;;;
82294;11/06/1991;0000;;32.6;;9.3;3.1;;;;
82294;11/06/1991;1200;0;;22.4;;;;;;
82294;12/06/1991;0000;;32.7;;9.4;7.3;;;;
82294;12/06/1991;1200;0;;22.8;;;;;;
82294;13/06/1991;0000;;31.3;;8.3;3.4;;;;
82294;13/06/1991;1200;0;;21.8;;;;;;
82294;14/06/1991;0000;;31.9;;6.9;1.4;;;;
82294;14/06/1991;1200;0;;22.8;;;;;;
82294;15/06/1991;0000;;32.2;;9.6;3;;;;
82294;15/06/1991;1200;0;;23.6;;;;;;
82294;16/06/1991;0000;;32.7;;10.1;6.2;;;;
82294;16/06/1991;1200;0;;22.2;;;;;;
82294;17/06/1991;0000;;32.5;;9.7;3.8;;;;
82294;17/06/1991;1200;0;;23;;;;;;
82294;18/06/1991;0000;;32.5;;10.5;4;;;;
82294;18/06/1991;1200;0;;22.4;;;;;;
82294;19/06/1991;0000;;33.1;;9.6;4.5;;;;
82294;19/06/1991;1200;0;;21.2;;;;;;
82294;20/06/1991;0000;;32.3;;9.5;7.7;;;;
82294;20/06/1991;1200;0;;22.8;;;;;;
82294;21/06/1991;0000;;33.7;;7.6;4.9;;;;
82294;21/06/1991;1200;0;;22.4;;;;;;
82294;22/06/1991;0000;;32.9;;7.3;5.5;;;;
82294;22/06/1991;1200;0.4;;24.2;;;;;;
82294;23/06/1991;0000;;33.3;;10.5;7.2;;;;
82294;23/06/1991;1200;0;;20.5;;;;;;
82294;24/06/1991;0000;;31.9;;9.3;7.2;;;;
82294;24/06/1991;1200;0;;21.6;;;;;;
82294;25/06/1991;0000;;33.4;;9.8;7.3;;;;
82294;25/06/1991;1200;0;;21.4;;;;;;
82294;26/06/1991;0000;;32.8;;7.5;6.2;;;;
82294;26/06/1991;1200;0;;21.6;;;;;;
82294;27/06/1991;0000;;29.1;;0.9;5.1;;;;
82294;27/06/1991;1200;3.3;;21.8;;;;;;
82294;28/06/1991;0000;;32.8;;9.8;2.7;;;;
82294;28/06/1991;1200;0.2;;21.4;;;;;;
82294;29/06/1991;0000;;31.9;;8.2;7.7;;;;
82294;29/06/1991;1200;0;;21.8;;;;;;
82294;30/06/1991;0000;;32.3;;5.9;3.7;;;;
82294;30/06/1991;1200;0;;20.9;;;;;;
82294;01/07/1991;0000;;31.9;;8.2;3.4;;;;
82294;01/07/1991;1200;0;;22;;;;;;
82294;02/07/1991;0000;;32.7;;7.1;5.9;;;;
82294;02/07/1991;1200;0;;22.6;;;;;;
82294;03/07/1991;0000;;32.9;;9.6;5.2;;;;
82294;03/07/1991;1200;0;;22.2;;;;;;
82294;04/07/1991;0000;;31.3;;9.7;6.7;;;;
82294;04/07/1991;1200;0;;22;;;;;;
82294;05/07/1991;0000;;32.5;;10.1;3.6;;;;
82294;05/07/1991;1200;0;;22.4;;;;;;
82294;06/07/1991;0000;;34.2;;11;5.9;;;;
82294;06/07/1991;1200;0;;22.6;;;;;;
82294;07/07/1991;0000;;33.8;;9;7;;;;
82294;07/07/1991;1200;0;;22;;;;;;
82294;08/07/1991;0000;;32.9;;10.5;8.5;;;;
82294;08/07/1991;1200;0;;23.2;;;;;;
82294;09/07/1991;0000;;32.3;;9.6;7.6;;;;
82294;09/07/1991;1200;0;;21.2;;;;;;
82294;10/07/1991;0000;;33.1;;9.7;5.1;;;;
82294;10/07/1991;1200;0;;21.4;;;;;;
82294;11/07/1991;0000;;32.9;;7.7;4.3;;;;
82294;11/07/1991;1200;0;;22.5;;;;;;
82294;12/07/1991;0000;;31.9;;9.9;6.6;;;;
82294;12/07/1991;1200;0;;21.8;;;;;;
82294;13/07/1991;0000;;31.7;;7.9;5.4;;;;
82294;13/07/1991;1200;0;;20.4;;;;;;
82294;14/07/1991;0000;;28.9;;0.7;6.6;;;;
82294;14/07/1991;1200;0.1;;22;;;;;;
82294;15/07/1991;0000;;32.1;;9.5;2.5;;;;
82294;15/07/1991;1200;2.4;;21.4;;;;;;
82294;16/07/1991;0000;;32.9;;9.5;6.8;;;;
82294;16/07/1991;1200;0;;21.4;;;;;;
82294;17/07/1991;0000;;32.3;;8.8;7.4;;;;
82294;17/07/1991;1200;0;;21.6;;;;;;
82294;18/07/1991;0000;;32.9;;9.3;4.5;;;;
82294;18/07/1991;1200;0;;20.8;;;;;;
82294;19/07/1991;0000;;33.2;;8.4;7.4;;;;
82294;19/07/1991;1200;0;;20.6;;;;;;
82294;20/07/1991;0000;;33.1;;6.5;6.1;;;;
82294;20/07/1991;1200;0;;20.2;;;;;;
82294;21/07/1991;0000;;32.8;;9.6;7.7;;;;
82294;21/07/1991;1200;0;;21.6;;;;;;
82294;22/07/1991;0000;;33.9;;9.2;6.7;;;;
82294;22/07/1991;1200;0;;20.3;;;;;;
82294;23/07/1991;0000;;33;;9.4;6.8;;;;
82294;23/07/1991;1200;0;;21.6;;;;;;
82294;24/07/1991;0000;;31.9;;7.4;8.2;;;;
82294;24/07/1991;1200;0;;20.8;;;;;;
82294;25/07/1991;0000;;32.1;;9.9;7.7;;;;
82294;25/07/1991;1200;0;;21.6;;;;;;
82294;26/07/1991;0000;;32.1;;9.8;9.6;;;;
82294;26/07/1991;1200;0;;20.8;;;;;;
82294;27/07/1991;0000;;33.2;;9.5;7.5;;;;
82294;27/07/1991;1200;0;;20.8;;;;;;
82294;28/07/1991;0000;;34.6;;9.6;6.3;;;;
82294;28/07/1991;1200;0;;21;;;;;;
82294;29/07/1991;0000;;33;;9.9;8.9;;;;
82294;29/07/1991;1200;0;;21.2;;;;;;
82294;30/07/1991;0000;;32.9;;9.9;10;;;;
82294;30/07/1991;1200;0;;21.6;;;;;;
82294;31/07/1991;0000;;33.1;;9.8;9.6;;;;
82294;31/07/1991;1200;0;;22.2;;;;;;
82294;01/08/1991;0000;;32.8;;8.9;9.3;;;;
82294;01/08/1991;1200;0;;22.4;;;;;;
82294;02/08/1991;0000;;32.9;;9.2;7.3;;;;
82294;02/08/1991;1200;0;;21.4;;;;;;
82294;03/08/1991;0000;;32.4;;8.9;7.3;;;;
82294;03/08/1991;1200;0;;21.6;;;;;;
82294;04/08/1991;0000;;31.1;;8.9;7.4;;;;
82294;04/08/1991;1200;0;;21.2;;;;;;
82294;05/08/1991;0000;;32.8;;7.6;7;;;;
82294;05/08/1991;1200;0;;24.2;;;;;;
82294;06/08/1991;0000;;33.3;;9.2;5.8;;;;
82294;06/08/1991;1200;0.2;;21.4;;;;;;
82294;07/08/1991;0000;;32.3;;9;7.2;;;;
82294;07/08/1991;1200;0;;21.8;;;;;;
82294;08/08/1991;0000;;31.3;;8.7;7.4;;;;
82294;08/08/1991;1200;0;;21.2;;;;;;
82294;09/08/1991;0000;;32.8;;9.4;7.1;;;;
82294;09/08/1991;1200;0;;22.2;;;;;;
82294;10/08/1991;0000;;32.7;;9.3;7.8;;;;
82294;10/08/1991;1200;0;;23.4;;;;;;
82294;11/08/1991;0000;;32.4;;9.4;7.4;;;;
82294;11/08/1991;1200;0;;22.4;;;;;;
82294;12/08/1991;0000;;31.6;;9;7.3;;;;
82294;12/08/1991;1200;0;;21;;;;;;
82294;13/08/1991;0000;;32.4;;9.6;8.4;;;;
82294;13/08/1991;1200;0;;20.2;;;;;;
82294;14/08/1991;0000;;33.9;;9.5;11.4;;;;
82294;14/08/1991;1200;0;;22.4;;;;;;
82294;15/08/1991;0000;;34.1;;;10.9;;;;
82294;15/08/1991;1200;0;;22;;;;;;
82294;16/08/1991;0000;;32.7;;;11.1;;;;
82294;16/08/1991;1200;0;;20.4;;;;;;
82294;17/08/1991;0000;;33.5;;9.3;7.1;;;;
82294;17/08/1991;1200;0;;20.8;;;;;;
82294;18/08/1991;0000;;33.3;;9.7;10;;;;
82294;18/08/1991;1200;0;;22.4;;;;;;
82294;19/08/1991;0000;;33.5;;9.3;10.2;;;;
82294;19/08/1991;1200;0.5;;21.5;;;;;;
82294;20/08/1991;0000;;33.2;;9.7;9;;;;
82294;20/08/1991;1200;0;;22.3;;;;;;
82294;21/08/1991;0000;;32.9;;9.5;7.8;;;;
82294;21/08/1991;1200;0;;21.3;;;;;;
82294;22/08/1991;0000;;32.3;;9.4;8.3;;;;
82294;22/08/1991;1200;0;;23.1;;;;;;
82294;23/08/1991;0000;;33.1;;9.3;7.2;;;;
82294;23/08/1991;1200;0;;23.5;;;;;;
82294;24/08/1991;0000;;32.1;;9.1;7.3;;;;
82294;24/08/1991;1200;0;;22.2;;;;;;
82294;25/08/1991;0000;;31.9;;9.6;7.3;;;;
82294;25/08/1991;1200;0;;22.2;;;;;;
82294;26/08/1991;0000;;31.9;;8.4;7;;;;
82294;26/08/1991;1200;0;;23.2;;;;;;
82294;27/08/1991;0000;;32.2;;9.5;6.4;;;;
82294;27/08/1991;1200;0;;23.2;;;;;;
82294;28/08/1991;0000;;34.7;;9.5;7.2;;;;
82294;28/08/1991;1200;0;;22.2;;;;;;
82294;29/08/1991;0000;;34;;9.4;8.2;;;;
82294;29/08/1991;1200;0;;21;;;;;;
82294;30/08/1991;0000;;33.5;;9.2;10.4;;;;
82294;30/08/1991;1200;0;;21.2;;;;;;
82294;31/08/1991;0000;;32.8;;9.3;10;;;;
82294;31/08/1991;1200;0;;21.2;;;;;;
82294;01/09/1991;0000;;33.9;;9.3;8.2;;;;
82294;01/09/1991;1200;0;;21;;;;;;
82294;02/09/1991;0000;;32.1;;9.2;10.2;;;;
82294;02/09/1991;1200;0;;20.5;;;;;;
82294;03/09/1991;0000;;31.4;;9;9;;;;
82294;03/09/1991;1200;0;;24.4;;;;;;
82294;04/09/1991;0000;;32.9;;9.5;7.9;;;;
82294;04/09/1991;1200;0;;20.5;;;;;;
82294;05/09/1991;0000;;33.3;;8.9;10.9;;;;
82294;05/09/1991;1200;0;;23.8;;;;;;
82294;06/09/1991;0000;;34.7;;9.1;9.4;;;;
82294;06/09/1991;1200;0;;22.2;;;;;;
82294;07/09/1991;0000;;32.8;;9.3;10.8;;;;
82294;07/09/1991;1200;0;;23.4;;;;;;
82294;08/09/1991;0000;;32.1;;9.5;9.7;;;;
82294;08/09/1991;1200;0;;23;;;;;;
82294;09/09/1991;0000;;33.5;;9.2;12;;;;
82294;09/09/1991;1200;0;;22.8;;;;;;
82294;10/09/1991;0000;;33.1;;8.8;10.2;;;;
82294;10/09/1991;1200;0;;21.8;;;;;;
82294;11/09/1991;0000;;33.4;;8.2;10.1;;;;
82294;11/09/1991;1200;0;;22.4;;;;;;
82294;12/09/1991;0000;;32.3;;8.8;11.8;;;;
82294;12/09/1991;1200;0;;22.2;;;;;;
82294;13/09/1991;0000;;31.6;;9.6;7.5;;;;
82294;13/09/1991;1200;0;;21.6;;;;;;
82294;14/09/1991;0000;;31.9;;9.4;7.9;;;;
82294;14/09/1991;1200;0;;22.5;;;;;;
82294;15/09/1991;0000;;32.7;;8.7;7.9;;;;
82294;15/09/1991;1200;0;;21.4;;;;;;
82294;16/09/1991;0000;;31.9;;9.1;8.2;;;;
82294;16/09/1991;1200;0;;21.6;;;;;;
82294;17/09/1991;0000;;31.7;;7.2;8.7;;;;
82294;17/09/1991;1200;0;;21.4;;;;;;
82294;18/09/1991;0000;;33.5;;8.3;7.9;;;;
82294;18/09/1991;1200;0;;21.2;;;;;;
82294;19/09/1991;0000;;32.4;;9.3;7.3;;;;
82294;19/09/1991;1200;0;;21.2;;;;;;
82294;20/09/1991;0000;;33.1;;9.3;8.1;;;;
82294;20/09/1991;1200;0;;21.7;;;;;;
82294;21/09/1991;0000;;33.5;;8.9;8.8;;;;
82294;21/09/1991;1200;0;;21.2;;;;;;
82294;22/09/1991;0000;;33.4;;8.8;10.8;;;;
82294;22/09/1991;1200;0;;21.2;;;;;;
